@relation TestTweets

@attribute calculatedScore {-1.0,1.0}
@attribute tweetText string

@data
1.0,'@iamsrk ur indeed THE Supertsar.. THE Real life Hero. Love and Respect to u... \"Do it.Fight it.Win it\" . Kolkata is surely loving MNIK...'
1.0,'@faberfaberdrive I like your shirt, too! Haha, oh man. Such fashionable lads.'
1.0,'@Jchawes have you try Melatonin it has work for me'
1.0,'RT @DemiRetweets: RT If Demetria Devonne Lovato is the most beautiful name you have ever heard.'
1.0,'@twifans I want to see the sex scene in 3-D :D (if they make one up, that is...)'
-1.0,'Hm @EllnMllr, @Stereogab, number of registered federal lobbyists fell to 13,742 in 2009 from 14,442 in 2008 Jobless recovery?'
1.0,'A sex doll with a reloadable hymen? Well Happy Valentine\'s Day to me! http://is.gd/8fdYV'
1.0,'i love this song! RT @JBrownie16: I wannabe where u r! trey songz!'
1.0,'RT @JohnnaS: Before you are born you choose many opportunities to learn in many different ways. http://bit.ly/csPOcg'
1.0,'RT @cakedream: Ppl who say sex is over rated is nt hving mindblowing body shaking ass slapping hair pulling skin gripping awesome sex..#imjustsaying'
1.0,'My commitments demonstrate my values,shape my life,and determine my destiny.'
-1.0,'wtheck! secirity and management at front door with 2 costemer?!?!?'
1.0,'Bout to hit up red lobster. Get my tgif meal in.'
1.0,'I just found out aside from recording and publishing his poetry, Ryan Adams also paints. He ain\'t that bad either. http://twitpic.com/12oa68'
1.0,'@hackneye ahh I found my account with Spotify that I had ages ago, thanks a lot :)'
1.0,'RT @thisislavie: due to our site being down-to enter our giveaway for a chance to win free gold earrings provided by shayan afshar. pls RT'
-1.0,'CAN\'T SLEEP..: http://chatter.com/a/1vhqf'
-1.0,'RT @DjBEYONDnyc: just played the @thereallumidee & @djrobdinero \"so fly\" remix at the diesel store on 60th and lexington. i just remember how crazy this is.'
1.0,'Very happy it\'s half term :) although, I still have to go in school on Tuesday and Wednesday, which sucks.'
1.0,'Finally editing the Tamper Review!! So fun http://tweetphoto.com/11105662 (via @hslade3)'
-1.0,'@martieu So hard to take people seriously when they mispronounce words! Although my in-laws and I have a running feud about the word \"dour.\"'
1.0,'@andrewhyde it was great seeing you too! I believe I\'m inspired to speak at Ignite sometime.... I already have an idea in the works...'
1.0,'attempting to understand history lol'
1.0,'@emilioeric \" Your world is my world,and my fight is your fight my breath is your breath and your heart \" ? http://www.twitpic.com/12naqy 15'
1.0,'@frankenteen Are you ever gonna come to the UK? Oh and....Like my twitter Background? Its you and @mark_salling! :)'
1.0,'@xolindsey87 haha yeah they called my house while I was at school, they\'re sending tags for it and then they\'ll send me the right size.'
1.0,'Had toooooo much fun yesterday with my @GlamBarSalon family!! We go so hard for eachother!'
1.0,'RT @RockyRivera: Buy your girlfriend the gift that keeps on giving: GOOD MUSIC SHE CAN RELATE TO! :) www.cdbaby.com/cd/RockyRivera'
1.0,'@Wellness_News Thanks for the RT :) It was so nice talking to you today! Have a great night, and a Happy Valentine\'s day.'
-1.0,'Reading can get you killed...in Nazi Germany http://imtsbro.com/2010/02/12/so-i-hear-youre-fond-of-literature/'
1.0,'Day 2 done, all lookin tired but still a lot of fun with the mixture of talkin to friends and sellin good staff!'
1.0,'@jonasdangerjoe I am interested in jemi ... you two (joe and demi) do very lovely couple!!'
1.0,'RT @LaToyaDavis: \"If you stay ready you don\'t have to get ready.\" - Will Smith'
1.0,'@Greg_Kozarik @tjzuppe @Isley23 -- @sportstalkCLE appreciates you and your work - GREAT JOB tonight guys!'
-1.0,'Don\'t shoulder your burden out there on your own ... Don\'t banish me then bid me home - Powderfinger ? Drifting... ? http://blip.fm/~ktm45'
1.0,'i need more followers help me and i will help you :)'
-1.0,'@howru2day2009 I second that. the bad boys did it, the bad boys did it but we will clean it up!'
1.0,'RT @rachellehoude: I suggest we all listen to this beautiful song by @katiacadet with #haiti in our hearts. http://www.mediafire.com/?tv23z4dzhj1 in memory.'
-1.0,'@wheelyweb i don\'t. But it contributes. Some of it. Most of it is presentation, marketing and so-called \"convenience\"'
1.0,'I LOOOOOOOOOOOOOVE my baby. :$ :$ :$ :$ :$ :$ :$ :$ :$ :$ :$'
1.0,'Nice, TGIF! Anyone else enjoying CPK and a movie tonight? RT @curlyhair72400: Going out to eat @ California Pizza Kitchen! yum! Peace peeps!'
-1.0,'Q:IS IT TRUE THAT MAMA DANCA AH BREED FI YU??? A:wat the fuk.......... ah wah kinna suicidal n... http://formspring.me/KingBoots/q/159605074'
1.0,'Thank you New York and New jersey for picking up your copies. Ain\'t nothing like the support of your own!'
1.0,'RT @msjenniewalker Just 15 more followers to hit 1,800 - Can you help? ?? She\'s a brilliant musical artist. Follow Follow Follow !'
-1.0,'Hates being up early on my day off driving lesson later = fucking expensive http://myloc.me/3JN3C'
1.0,'My speech and test went well. Thanks for the prayers! Now off to work with @briemory! Woohoo!'
-1.0,'To all my male followers when textin somebody say OK and not K cause it makes you sound #faggish'
1.0,'@jwilliams252722 LOL I once woke up in the morning to my then-6-yr-old & her best friend singing \"Milkshake\" - complete with, \"Damn right!\"'
1.0,'RT @RevRunWisdom: Stop judging:: Start LOOKING 4 what other ppl can do , then ppl will start seeing whats good about u! (Karma)'
1.0,'RT @MikeHoughUK: who like\'s the new background!?'
1.0,'@RebeccaInspir Tell her I say happy birthday. <3'
1.0,'getting my lip pierced... hells yeah'
1.0,'ran a 5k in the 19s today, that was my time not the temp!'
1.0,'@woothemes Liking the Woo Menus - great news they\'re going to power menus in #WordPress 3.0'
-1.0,'RT @perezhilton: Entertainment Weekly asks: \"John Mayer\'s \'Playboy\' interview: Why does no one care that he also uses a gay slur?\" http://bit.ly/9jYdwb'
1.0,'Bobby reed uses this as a member. Love is the master key that opens the gates of happiness. http://ihid.us?i=qcp'
1.0,'Free report: Help offline businesses and make easy cash! => http://bit.ly/76oQM7'
-1.0,'@Labiba_ aww hope you ain\'t too stressed. Do take time to try and chill :)'
-1.0,'RT @Ahnanymis @MsQueenParis lol! Yo that Mike epps shit had my stomach hurtin smh <'
-1.0,'Tearing the place apart to find my lost library book which is right here, on the arm of my couch. LOL. Jeeeez.'
1.0,'i love quality time w. my bff @beautifuldomiie! its more like touchy feely time LOL'
1.0,'RT @CHRIS__CHAMBERS: So who\'s coming to the dream team awards on Monday @ 6:00? I\'m ready to serve you :D'
-1.0,'Bangladesh clamps down on deadly campus violence http://bit.ly/99S7YB'
1.0,'Tsunami Memory: Choosing the Best WAHM Forums For Your Work at ... http://bit.ly/aNm3iy'
1.0,'@Miss31337 aww that\'s what i first thought of!! you think i could pull belle off? she\'s so pretty!'
1.0,'RT @TheReal_KDubb: After I make ya mama pop lock n drop it and bust it wide open Ima cook some breakfast buttnekkid in the kitchen Ving Rhames style #thuglife'
1.0,'\"I\'m very willing to pay more taxes, because I believe it\'s the right thing to do\" - RenoTH'
-1.0,'Dork. http://www.adamofficial.com/ca/news/adam-lambert-toronto'
1.0,'@YossiT cool!I always lookd for one but only found Haighs and Koko Black -not that there\'s anything wrong with that ;)'
-1.0,'sorry might not b back 4 a while i have alot coming up ,pantomine,option choices,holiday,footie play offs AND all my ruin your halfterm work'
1.0,'RT @Saaoirse: I love how awkward everyone looks on QI when being applauded.'
1.0,'was asked today in conversation what the end goal of my life is. jesus is. in other news, @quentindill is my favorite basketball player'
1.0,'I just took \"You and Justin are in mcdonald and he goes...\" and got: He apologizes and u two become friends:)! Try it: http://bit.ly/9VvGpJ'
-1.0,'captain EO will not be opening this weekend. effects not yet ready... still testing. maybe late march to early april. sorry! #disneyland'
1.0,'changed my name!!! used to be @InnocentBells88 but...now that i am OFFICIALY MARRIED to @SexyJazzWhit i am @MrsBellsWhit *smiles*'
-1.0,'Let me sneak out to kitchen. I\'m hella hungry. Brb!'
1.0,'@BwanaPapyrus thank you for the #FF !!!!'
1.0,'I feel u on that one.. RT @BellaKeys I need a dose of #Miami !! I\'m getting the #NC virus ! LMAO'
1.0,'many people dn\'t know what it feels like when you lose something you love so much ....'
-1.0,'Getting a bit tired... And the 15 is so packed for las vegas.'
1.0,'@RiichRollin good looks my niggaz...Wat niggaz was fuckin wit last night'
1.0,'COMPETITION www.bliss-gifts.co.uk is still running so come and enter for a chance to win a gorgeous prize.'
-1.0,'just had 3 mouthfuls of dubious looking and tasting beehoon from the neighbour'
1.0,'@DougieDoug53 I Know You Not Tweeting About Me lol'
-1.0,'????? How I wish you were here... ?????'
-1.0,'@dataddiction yo im bored imma bout to call ya ass on skype'
-1.0,'RT @LauraJSilverman: I bought a recovered memory foam mattress and half of my family doesn\'t believe it\'s real.'
-1.0,'@HawkB_LND Naw its pro game just more physical and overseas rules'
1.0,'RT @iatpapog: articel writing made fun and easy. http://bit.ly/articlewriting'
1.0,'@SpinsDick O_o Um....*isn\'t near my house* Can i poof you guys there? :D'
1.0,'in the past 24 hours i\'ve eaten megabyte pizza, a&w, mcdonalds (three times), kraftdinner, and starbucks. whistler was a blast!'
1.0,'HAHA Giselle just replied to my text and said \'Fuck yeah\'. I love everyone :3'
1.0,'ready for this juice jam on march 27th, got about 5 more pounds of muscle to gain and i\'ll be just right....'
-1.0,'Dispatch from Darfur RT @willswanson Valentine party behind barbed wire, sandbags. Nevermind UNAMID armed bouncers; their weapons don\'t work'
-1.0,'RT @fndannyboy: RT @ZackMeads: Tired of pissing matches over vinyl vs cdj/laptop. If you suck as a dj, you suck no matter what u play on. End of story :)'
1.0,'RT @worldprayr: Love Believes all Things - Unshakable confidence and trust. http://bit.ly/dsX6zl'
-1.0,'I saw him yesterday and thought the SAME thing. RT: @StyleIT Oh, crazy suit guy - you are such a #nyfw fixture http://twitpic.com/131gvw'
-1.0,'You must be Jamaican, cause you Jamaican me crazy. http://plurk.com/p/3rblfk'
1.0,'Wanna help us with tomorrow\'s bake sale? Here\'re the details: http://trunc.it/55kni Thank you!'
1.0,'have another step to being capable fans down, blog created. http://jrcelski.blogspot.com/ - It is a very very nice place of happiness.'
1.0,'@justinbieber \"cuz this life\'s too long and this love\'s too strong. So baby know for sure, that I\'ll never let you go\" (:'
1.0,'@ItsMeMaven Hee! Nah, since my RNY one glass of wine = OMG I\'M GONNA TAKE MY SHIRT OFF & DANCE!'
1.0,'I\'m always gonna be here so get use to tha face :)!!!'
1.0,'RT @martinajoseph 5000th Tweet Soon! <-- Just About Half Way Towards Reaching My Standards!:)'
-1.0,'Had been to office today, feeling sleepy now...'
1.0,'aww elvin ng\'s so cute w the pink pants and the lalala dance steps! :D'
-1.0,'time to say goodbye'
1.0,'@BrunaCoradini so do you speak very well, don\'t you use the google translate yeah? I wanna someone to practice...'
1.0,'just voted \"joe jonas\" on \"who is the cutest guy in disney channel?\" vote too ? http://bit.ly/b5Jl28'
1.0,'QUOTE: Survival and profit are fine, but if you http://j.mp/cz6d5T'
1.0,'So today is the chinese new year and valentine\'s day at the same time, huh? What would I wear to celebrate both? pink barongsai costume? ;p'
1.0,'@msfob woo thers like random cartoon characters and kids :) are you pro at mando?'
-1.0,'@oylo_muychingon awh that sucks :( i\'m currently working on my biol assignment, feel free to do it for me? Haha :D'
-1.0,'Couldn\'t stand the dirty house any longer, so husband (who\'s home every morning) is going to chess tourney while I stay home & clean.'
1.0,'RT @Catherine747: ... the global heart is awakening, beating out the rhythm of a new and glorious dance, calling us to a better way of living ~ Anodea Judith'
-1.0,'@joegilder sorry I missed the production club last night...work has been particularly unkind to my spare time this week.'
-1.0,'http://twitpic.com/12w7zg - BITCHES DONT KNOW BOUT MY MILLENNIUM FALCON'
-1.0,'Stupid Things to Try on Your Cell Phone! - http://goo.gl/fb/WHYH'
1.0,'@drewbrees I agree! Think you two top my list of people I\'d love to meet one day!'
1.0,'@JamesGang4lyf Yeah I totally agree too, and they both work so hard!!'
1.0,'Top o the morning... Off to Riveredge forsome Saturday skiing!!! Purdy day for it!'
-1.0,'Fuck My Life: OMFG Now I got hiccups!!!! #FML: OMFG Now I got hiccups!!!! #FML http://bit.ly/d4KbNY'
1.0,'I\'ve got a feeling this is Mexico\'s year'
1.0,'RT @THE_REAL_SHAQ: 2nd funniest guy in da nba. check it out http://bit.ly/arCFES'
1.0,'Look at my horse, my horse is amazing. Give it a lick it tastes just like raisins, by the stroke of its mane it turns into a plane.SINGALONG'
1.0,'#listeningto Wonderin\' (featuring Matt Thiessen of Relient K) - TobyMac , if you love how beautiful \"fireflies\" voice , MT is the man!'
-1.0,'can\'t find my phone + it\'s not charged.. email/twtr/fb if you need me. time for a lowkey night w/@hilaryasmith. 7.5 miler @ 7 AM tom.. ahh!!'
1.0,'Want to improve your life? Ordain it by understanding the physics involved. Visit http://bit.ly/joedweb'
-1.0,'RT @nadirachianti: RT @aliyajulyan: RT @jacklinevelina: Pleaseeeee, i want to be taller :( http://myloc.me/3MsZj'
1.0,'Lol that shit\'ll be crazy RT @antlindsey: @TheRyanHenry I\'m putting it together in my head now. Ima hv you tat me on the stage @ONTOURAGE'
1.0,'@ThemPRangers #rangerstagmein cause yall wit me everywhere ii go (only cause ii gotta skin of yall on my phone lol)'
-1.0,'@griltig yeah google for sure now. Jus a lying cunt like the rest of em. Oh well. Will def try to make boots reunion. You going?x'
1.0,'RT @MARLONLWAYANS: #HowToBeAMan don\'t call a woman you had sex w/ ahoe. she gave your needy ass pussy. she\'s a HERO!<--lmao.'
-1.0,'I had a nightmare about this vicious little cat biting me! Dreammoods says it means someone close to me is talkin shit & bein fake. HMMMMM'
1.0,'My grandma is so cute! :D she said I\'m still young so don\'t have to do housework. I totally agree with her! (:'
-1.0,'RT @AndyParas: RT @CarolinaScanner SC Highway Patrol working 488 wrecks at the moment..... STAY HOME & DO NOT DRIVE!!! #chstrfc #chswx'
-1.0,'@DC_Zol Pricess Leia is going to be gutted! :-)'
1.0,'Get back to healthy nutrition basicsAnahuac ProgressA great way to start on the path to better nutrition is to take a n http://url4.eu/1Otsu'
1.0,'UK Afghan mission \'going to plan\' http://www.nwoos.com/uk-afghan-mission-going-to-plan-88534.html'
1.0,'@MrsJonas622 can u vote stay on which njata is best ? It\'s my poll'
-1.0,'\"It took me a few hours to get my hand un-glued from my face.\"'
