@relation TestTweets

@attribute calculatedScore {-1.0,1.0}
@attribute tweetText string

@data
-1.0,'League? RT @JovinhoMorales: I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...'
1.0,'gym workout starting with Beyonce then Katy,Kylie and finally Bruno great start to the morning'
1.0,'The re-release of \'In Desolate Times\' is available WORLDWIDE TODAY! Including BONUS TRACKS. Grab a copy and let us know what you think!'
1.0,'Saw at last Kung Fu Panda 2 yesterday with my cousins =))'
1.0,'Thank you to everyone who joined us on the bus on Saturday and all the other Lions supporters at Loftus. It was awesome seeing Loftus RED!'
1.0,'@BarneyOwl67 @O22IE_OWL just booking my tickets for Thursday night but i am spoilt for choice, enough seats left to get in with Milan!'
1.0,'Had a great chat with top international referee Dave Pearson. Bit in tomorrow\'s Journal, & big feature nearer the Rugby World Cup kick-off.'
-1.0,'@hatinggreenday I don\'t understand what the fuck\'s wrong with you! You may hate Green Day but don\'t bother the Green Day Family with that!'
1.0,'Morning people...Let\'s Kick start this Monday with this as we have Independence Day Party on Saturday. http://fb.me/ZjK4lugZ'
1.0,'Yo I\'m so pumped 4 Thursday. Ravens vs Eagles. Let\'s get it!!'
-1.0,'RT @AdamSchefter at practice, Lions rookie RB Mikel Leshoure was carted off field today with a left leg injury. &gt; Lions dropping like flies'
1.0,'I spent the majority of my weekend sitting in bed, editing & watching the entire 1st season of Dexter. \'Twas divine. I have no regrets.'
-1.0,'RT @ConorTOrr: Sanchez didn\'t know Plax would sneak in for a play yesterday. \"I wish I would have hit him,\" he said. Got pressured by D #nyj'
1.0,'RT @itsjessikah: That\'s a beautiful dream! RT @GQswaGGG: I also had a dream last night that football season started and the Ravens ... h ...'
1.0,'RT @BnardWilliams Good Morning World... I\'m pleased to inform you that the Carter IV will not be like Watch The Throne..'
-1.0,'OMG really? Anything Microsoft keeps fucking freezing on my machine! What the fuck??? Today is NOT the day for this shit to happen.'
-1.0,'F-Train was messed up again today between York and Carroll St....what\'s going on MTA???? GET IT TOGETHER!!!'
-1.0,'Is it April Fool\'s Day?  Real Madrid signs 7-year-old Argentine prospect Leo - ESPN http://es.pn/ooXPiz'
-1.0,'Nebraska doesn\'t land Gesell...a Top 100 guy in your state and you don\'t get him.  C\'mon #Nebrasketball'
1.0,'RT @BmoreGoodFellaz #jeopardy Where everyone will be watching the Ravens vs Eagles game THIS Thursday... What is @PlaybookMD ?  #goodAnswer'
1.0,'@tpDho yea got bk yesterday!! We\'ll figure sum out!! Me, you, pooh, & DEXTER lol :)'
1.0,'Ravens sign Ricky Williams ohhhhh leeeeee dueeetttttt #blackbirdgang...they bout to smokeout the locker room tonight'
1.0,'I have to start packing tomorrow for Auburn just so I won\'t forget anything Saturday morning.'
1.0,'TONITE IT GOES DOWN!!! STREET FM on 90.1FM in NY Broadcasting worldwide at www.wusb.fm OR watch inside the studio at www.justin.tv/streetfm'
1.0,'I just finished Dexter, Season 5. I seriously can\'t wait until Season 6 on October 2! Check out the trailer for it here. http://t.co/HLLs3oQ'
-1.0,'RT @Rach_RVX: #Londonriots is trending 3rd worldwide ..... This is NOT something to be proud of United Kingdom!!! Sort it out!!!!'
1.0,'Awesome week coming up. Are you ready for some football ? Ravens v. Dream Team Thursday at 7:30 and Redskins v.... http://fb.me/FaXS5ntp'
1.0,'RT @johnalessio79: Great practice today at @DrysdaleBJJ ...Thanks @DEE1LV for the good rnds and Milan,Kyle Griffen. Time for lunch and s ...'
1.0,'next monday = Vampire Diaries are back! watch it :) very happy now :)'
1.0,'I\'m excited to see the lions tomorrow :3'
-1.0,'Tragedy struck and collided in my sports world today, as Mikel Leshoure blew his Achilles. Was on the Lions and my fantasy team. #noonecares'
1.0,'My Yahoo Scoreboard is already showing the Lions game vs Cincinnati on Friday. #areyoufreakingkiddingme'
1.0,'Just found out that the new season for Vampire Diaries comes out Sept 15th :-)'
1.0,'It\'s Singapore\'s Independence Day today! Happy National Day! Can\'t wait for the parade this evening!'
-1.0,'RT @Morgan_U: Have you hated Auburn today?'
1.0,'If I were the Lions id call the Falcons and offer a 6th for Jason Snelling.  Would be perfect fit to fill Leshore void.'
1.0,'RT @JasChanel I went to see Kevin Hart and still can\'t wait to go see the movie on the 9th!'
1.0,'Re: What did you do to your bike today ?: Heat finally broke here in Nebraska this AM. It was a nice 67 degrees ... http://bit.ly/nTW4K8'
1.0,'That Singers in Action in concert this Thursday at the Hammerstein is gon be EPIC! Beres Hammond, Sanchez & Wayne Wonder....JEEZUS! #Legends'
1.0,'@FINALLEVEL RT Coco may be on the next season of DWTS. If she makes it, I\'ll watch the 1st episode. How about you? 407.916.1041 @SBKLIVE'
1.0,'Summerslam may be interesting after all! @cmpunk saves the day again. #Raw'
1.0,'Black Lion is where it\'s at tonight! 236 Auburn ave! Shout out to @LACEHGE !'
1.0,'Good luck to A Scribe Amidst the Lions tonight at the SDMAs!'
1.0,'@justinbieber I\'m so excited because you are coming to Mexico City in October! I love you Follow me please #NSN'
-1.0,'Blow to the Lions...Joel Patfull\'s out for the season after breaking his hand in Sunday\'s loss to Adelaide. Surgery Wed morn.  #afl'
-1.0,'Im on that zan with that lean and nun but Irene today at band camp jus to laugh at these poo ass freshman snare drummers'
1.0,'@sunnyvegas702 Nice! Disagreement! Of course, he sat down with Boehner only thi (@YouTube http://youtu.be/_darnZtzjJo?a)'
-1.0,'@WWE You guys realize that Summerslam is THIS Sunday, right?? Why does the card have only 4 matches right now?'
1.0,'Good Afternoon Clemson FAM!....Let\'s finish out finals STRONG! We are taking care of business in the classroom...GO TIGERS :)'
1.0,'This Friday night at The Warehouse, Dowtown Shreveport, 9 PM. Irene and the Sleepers, Super Water Sympathy, and COWBOY MOUTH!! Be there! RT!'
-1.0,'Maybe she won\'t...but shit then again maybe she will... - She Will ft Drake coming out today ! Single off CARTER IV !'
1.0,'@tamartorello Oh my gosh that\'s hilarious - love it! Did you read the one on Steve Jobs? http://onforb.es/nibJjg Love the Tuesday reading :)'
-1.0,'@SuperGirlonline who starts college on 15th It\'s like prison on independence day. thought she\'s just 2yrs elder den u'
1.0,'Fun night tonight at Vampire Diaries. Great Teen Choice Award winners!'
-1.0,'Are you waiting for Nokia N9 getting released in US... well, that may not happen.  :(  http://t.co/0OmuJpN'
1.0,'RT @FarrukhSiddiqui: Preparations to mark the 64th Independence Day of #Pakistan in a befitting manner on August 14 are in full swing! A ...'
1.0,'@serenawilliams doesn\'t this make you love them even more RT @BJAofficial: SURPRISE GREEN DAY SHOW Thursday August 11th, http://t.co/nROhM1q'
1.0,'@Miranda_Lambert I heard \"baggage claim\" yesterday in Nebraska!! Ready to get it on iTunes!!!'
1.0,'I\'m hanging out with \"Green day\" tonight.... gonna invite the \"4 Non blondes\" to join us after a while..... i love Music'
1.0,'@andrewsikora The Tigers know it\'s a big game as well: resting Martinez & Alburquerque Monday and bumping Verlander.'
1.0,'#nw kung fu panda 2. dnt judge me, i like animated movies (plus the 1st one was the shit).'
-1.0,'What if Cena wins the Undisputed WWE Championship match at Summerslam this Sun? A riot is very likely to take place!!'
1.0,'May the sun in his course visit no land more free,more happy, more lovely, than this our own country..Happy Independence Day.'
-1.0,'Well hell. I\'m drivin, by myself, in NEBRASKA tomorrow. Why do I get the feeling that this will not end well....'
1.0,'All you need is Ryan Leaf and you got a show.\nRT @jimrome: Aaron Rodgers, Kurt Warner and Kyle Kendrick are all in The Jungle tomorrow.'
1.0,'@MLBastian that could be the turning point in the series. Not just the game......the series. With Verlander pitching Thursday.....'
1.0,'@jay_bone48 @purphaze_29 I\'m hopin y\'all are gonna be around Thursday to welcome me with open arms on my permanent move back to Clemson..'
1.0,'@joejonas just heard that you are coming to Mexico City on the 25th! I\'m so excited! I\'m doing everything I can to get tickets for the show!'
1.0,'@_mongoose just got one me lady!! Waiting on the next!  Merlin incense was a\'smoking tonite!!!!!!'
1.0,'A win over England on the 5th day of the 3rd test match will give us one more reason to celebrate the INDEPENDENCE Day! Via @Sachislife'
1.0,'is all about One Night by Elvis Presley'
1.0,':O INBETWEENERS MOVIE A WEEK TODAY!! Aaaahhhh! Might wear my wellies to the cinema cause I\'ll be \'knee deep in clunge\' ;)'
-1.0,'@kingkc1 What\'s annoying is that the one I pre-ordered just came today...Steve Jobs just looted my card.'
1.0,'Thanks, sister! Have a great 1st day in Nebraska! #PiLove RT @aksumler Hope you have the most amazing time on your European adventure!! :)'
1.0,'@Nicegirll1124 Good! Well Summerslam is on early monday morning Live here at 1am so il be up watchin it for The Great One.. #TeamBringIt'
1.0,'Wow! SYTYCD finale tonight and tomorrow, 19 days until DWTS cast announcement, 40 days until DWTS, where did the summer go...'
1.0,'RT @PicBadges: August 14 is Pakistan\'s independence day! Get ready for the celebrations with a patriotic PicBadge http://t.co/vNqvYcg .T ...'
1.0,'@Bronzy_BrwnSkn lol of course!! my fav Disney movie is the 1st Aladdin...i love the 2nd one too'
1.0,'good morning :) tomorrows my birthday ahhh im so excited ^_^ tonight will be amazing #beerandtacOs wattup JETS!'
1.0,'RT @Ro_OneTwo: I will be at the movies Friday night to see \"Final Destination 5\". I\'m in love with scary movies :)'
1.0,'Attention @earnestpugh fans!! Come worship with him August 16th ,2011 GMWA Marriott Florida Ballroom Tampa, FL @ 3:15pm! Don\'t miss it!'
-1.0,'If you thought the London Riots were bad just wait til the Mexico City Riots break out once they get word Lopez Tonight got cancelled'
1.0,'My dad just told me he really wants to go see Final Destination 5 on Friday. Wow.. #wasntexpectingthat'
-1.0,'@princesslisa I want Sanchez to go away and have Mota be 5th starter!'
1.0,'Inbetweeners movie coming to cinemas in Ireland on the 19th of August. I have never wanted to see a movie so bad!! #shouldbegood ;)'
1.0,'Bible Study at #FFChurch tonight! So stoked! Haven\'t been back since NY and Bama.'
1.0,'Is about to go see The Help!!  Can\'t wait for Final Destination 5 on Friday!!'
-1.0,'so Verlander is starting tomorrow against the Indians and I HAVE to stay over at work. booooooo'
-1.0,'@stoney16 @JeffMossDSR I\'d recommend just turning it off and waiting for Verlander tomorrow.'
1.0,'They figure they better get it all in tonight cause of Verlander tomorrow?  Is that it?  #Indians'
1.0,'RT @DawnChere: Looking at the set for Aladdin - great job @TerranceWilson ! Anticipating watching hundreds of kids sing, dance & act ton ...'
1.0,'Rick Porcello is not Rick Wild Thing Vaughn. I am worried the real Ubaldo is back. Good thing Verlander is tomorrow. #tigers  #yikes'
-1.0,'@TonyIPI Dead on point.  U couldn\'t expect to sweep with Verlander pitching...now if u get lucky tomorrow, its gravy and HUGE.'
1.0,'I would love to watch Vampire Diaries tonight :) and some Heroes! Great combination'
-1.0,'Goodnight,Irene.Al,you are easily amused.\nThis club stinks.I think that the Brewers may upset the apple cart and win the NL pennant.'
1.0,'@scooterbraun @justinbieber tomorrow i\'m going to buy the tickets of the concert in mexico city,obviously in the first line'
-1.0,'I fail to see why the Rams are playing TWICE on MNF this Fall-isn\'t once enough?And their 1st div game isnt til wk9!Un-frickin-real.'
1.0,'@clarke_casey yess please it\'s been way too long, I move in 18th I\'m going to tricounty and gonna transfer to Clemson please come visit!!'
1.0,'Looking forward to ring in the new school year @uncsangam for Aladdin...UNC Memorial Hall, Sat Aug 27th 6:30'
1.0,'@zlzlml Hello :D ,Greetings from Mexico City! When MBLAQ will come to visit the A+ Mexican fans?,is true that go to Brazil on September 7?'
1.0,'@IreneNell Good morning Irene :) I love the tiger photies so much! Do you own them?'
1.0,'@sgtSlap_aHoe Pretty good.. HBU? Ready to watch the Raiders tonight??'
1.0,'Good morning Auburn Family! Today feels like a good day to beat Nick Saban and Bama at...everything! #thatincludesbeingbetterchristians'
1.0,'@roddywhiteTV Good morning Rooody!! Much love mane from Bama! Ready to see you do what you do! Smoke da Fins tomorrow!'
-1.0,'Today in the weird, world of musical history...Hank Williams was fired from the Grand Ole Opry and told not to return until he was sober.'
1.0,'@TNA_GUNNER Been trying to decide on a new show to watch & always get tons of Sons of Anarchy suggestions. I may go 4 it. Have a blessed day'
1.0,'French pressed cup of verve\'s Los naranjos with a bit of Hank Williams. Good morning!'
1.0,'@justinbieber is true that you will give two concerts in Mexico City on 01 & October 02, please tell me because not enough tickets TE AMO'
1.0,'The Raiders need to represent tonight!'
1.0,'Jets flying low over the house this morning. Gives me a tingle of excitement. Only a week to go before I take off. But 4now, out in2 cold.'
1.0,'Mbaaah!shut up & sleep or sit down!((((BOOM))))*i love Nohle* RT @tebeza: Wish i could fly to Irene just 2 get my Good Night kiss!! #sigh'
1.0,'@Dasha_vu its Ravens 1st!....then Jets...then Eagles....get it right ;) lol'
1.0,'We love the King! 55 years ago today, Elvis Presley released his double-sided hit \"Don\'t Be Cruel\"/\"Hound Dog\",... http://fb.me/18ANKgVue'
1.0,'Vampire Diaries and Jersey Shore tonight. So first we see some hotties then we fist pump with hotties.. sounds great!!! :)'
1.0,'If ESPN has a Hank Williams \"Are You Ready For Some Football?\" song for tonight, I might pass out with happiness.'
1.0,'So 1st official day of football! So excited! Can\'t wait for some Jets football Monday night!'
-1.0,'@Plain_Pete yah I know it\'s on. But it keeps saying Monday night football and says MNF on the scoreboard. I\'m just confused bc it\'s Thursday'
1.0,'#NFL and #ESPN have as many kinks to work out as the teams -- they just flashed the \"Monday Night Football\" graphic...'
1.0,'Dear ESPN - you aren\'t fooling anyone with your \"Monday Night Football\" graphics... its Thursday. Just make TNF graphics. #Thanks'
